# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	minMag(U)	location	cell
722             	5.59342646e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
723             	5.30799039e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
724             	5.59342646e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
725             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
726             	5.59342646e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
727             	5.30799039e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
728             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
729             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
730             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
731             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
732             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
733             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
734             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
735             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
736             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
737             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
738             	5.59342645e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
739             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
740             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
741             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
742             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
743             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
744             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
745             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
746             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
747             	5.30799040e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
748             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
749             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
750             	5.59342644e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
751             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
752             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
753             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
754             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
755             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
756             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
757             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
758             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
759             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
760             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
761             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
762             	5.59342643e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
763             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
764             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
765             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
766             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
767             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
768             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
769             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
770             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
771             	5.30799041e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
772             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
773             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
774             	5.59342642e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
775             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
776             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
777             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
778             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
779             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
780             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
781             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
782             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
783             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
784             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
785             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
786             	5.59342641e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
787             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
788             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
789             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
790             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
791             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
792             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
793             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
794             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
795             	5.30799042e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
796             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
797             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
798             	5.59342640e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
799             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
800             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
801             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
802             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
803             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
804             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
805             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
806             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
807             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
808             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
809             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
810             	5.59342639e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
811             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
812             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
813             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
814             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
815             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
816             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
817             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
818             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
819             	5.30799043e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
820             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
821             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
822             	5.59342638e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
823             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
824             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
825             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
826             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
827             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
828             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
829             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
830             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
831             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
832             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
833             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
834             	5.59342637e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
835             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
836             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
837             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
838             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
839             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
840             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
841             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
842             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
843             	5.30799044e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
844             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
845             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
846             	5.59342636e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
847             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
848             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
849             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
850             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
851             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
852             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
853             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
854             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
855             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
856             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
857             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
858             	5.59342635e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
859             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
860             	5.59342634e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
861             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
862             	5.59342634e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
863             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
864             	5.59342634e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
865             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
866             	5.59342634e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
867             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
868             	5.59342634e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
869             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
870             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
871             	5.30799045e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
872             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
873             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
874             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
875             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
876             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
877             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
878             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
879             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
880             	5.59342633e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
881             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
882             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
883             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
884             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
885             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
886             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
887             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
888             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
889             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
890             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
891             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
892             	5.59342632e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
893             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
894             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
895             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
896             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
897             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
898             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
899             	5.30799046e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
900             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
901             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
902             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
903             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
904             	5.59342631e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
905             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
906             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
907             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
908             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
909             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
910             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
911             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
912             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
913             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
914             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
915             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
916             	5.59342630e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
917             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
918             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
919             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
920             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
921             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
922             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
923             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
924             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
925             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
926             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
927             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
928             	5.59342629e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
929             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
930             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
931             	5.30799047e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
932             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
933             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
934             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
935             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
936             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
937             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
938             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
939             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
940             	5.59342628e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
941             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
942             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
943             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
944             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
945             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
946             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
947             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
948             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
949             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
950             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
951             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
952             	5.59342627e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
953             	5.30799049e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
954             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
955             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
956             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
957             	5.30799049e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
958             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
959             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
960             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
961             	5.30799049e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
962             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
963             	5.30799048e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
964             	5.59342626e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
965             	5.30799049e-01	(1.96867370e+00 4.00664797e-04 5.00000000e-01)	99
966             	5.59342625e-01	(1.25359959e+00 4.00664797e-04 5.00000000e-01)	85
